Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
Brain & other nervous system,Males,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,40 to 49,2014-18,35.0,Ontario,39.2,3.9,31.5,46.8
Brain & other nervous system,Females,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,40 to 49,2014-18,35.0,Ontario,48.3,5.4,37.4,58.3
Brain & other nervous system,Both sexes,50 to 59,2014-18,3501.0,Erie St Clair,26.9,9.5,10.8,46
Brain & other nervous system,Both sexes,50 to 59,2014-18,3502.0,South West,39.9,8.5,23.6,55.7
Brain & other nervous system,Both sexes,50 to 59,2014-18,3503.0,Waterloo Wellington,31.4,9.7,14.2,50.2
Brain & other nervous system,Both sexes,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,27,6.1,15.9,39.3
Brain & other nervous system,Both sexes,50 to 59,2014-18,3505.0,Central West,22.3,7.8,9.3,38.7
Brain & other nervous system,Both sexes,50 to 59,2014-18,3506.0,Mississauga Halton,29.9,8.1,15.3,46
Brain & other nervous system,Both sexes,50 to 59,2014-18,3507.0,Toronto Central,17.8,6.1,7.9,31
Brain & other nervous system,Both sexes,50 to 59,2014-18,3508.0,Central,18.8,5.6,9.3,30.8
Brain & other nervous system,Both sexes,50 to 59,2014-18,3509.0,Central East,26,5.9,15.3,38
Brain & other nervous system,Both sexes,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,50 to 59,2014-18,3511.0,Champlain,25.6,7.2,13,40.3
Brain & other nervous system,Both sexes,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,50 to 59,2014-18,35.0,Ontario,27.1,2.2,22.9,31.4
Brain & other nervous system,Males,50 to 59,2014-18,3501.0,Erie St Clair,23.7,9.9,7.9,44.1
Brain & other nervous system,Males,50 to 59,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,24.7,9.1,9.6,43.4
Brain & other nervous system,Males,50 to 59,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3506.0,Mississauga Halton,22.2,9.4,7.3,42.1
Brain & other nervous system,Males,50 to 59,2014-18,3507.0,Toronto Central,16.1,6.5,6,30.6
Brain & other nervous system,Males,50 to 59,2014-18,3508.0,Central,20.3,7.7,7.9,36.8
Brain & other nervous system,Males,50 to 59,2014-18,3509.0,Central East,20.6,6.9,9.1,35.3
Brain & other nervous system,Males,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,50 to 59,2014-18,35.0,Ontario,24.3,2.7,19.2,29.8
Brain & other nervous system,Females,50 to 59,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,30.2,8.4,15.2,46.7
Brain & other nervous system,Females,50 to 59,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3508.0,Central,15,8.2,3.6,33.9
Brain & other nervous system,Females,50 to 59,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3511.0,Champlain,18.7,9.7,4.6,40.1
Brain & other nervous system,Females,50 to 59,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,50 to 59,2014-18,35.0,Ontario,31.1,3.6,24.3,38.2
Brain & other nervous system,Both sexes,60 to 69,2014-18,3501.0,Erie St Clair,11,6.3,2.6,26.6
Brain & other nervous system,Both sexes,60 to 69,2014-18,3502.0,South West,17.3,5,8.9,28
Brain & other nervous system,Both sexes,60 to 69,2014-18,3503.0,Waterloo Wellington,7.1,4.2,1.7,18.1
Brain & other nervous system,Both sexes,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,13.4,3.8,7.1,21.8
Brain & other nervous system,Both sexes,60 to 69,2014-18,3505.0,Central West,13.6,6.2,4.4,28
Brain & other nervous system,Both sexes,60 to 69,2014-18,3506.0,Mississauga Halton,12.4,4.8,5,23.4
Brain & other nervous system,Both sexes,60 to 69,2014-18,3507.0,Toronto Central,16.9,7.5,5.6,33.5
Brain & other nervous system,Both sexes,60 to 69,2014-18,3508.0,Central,15.8,4.7,8,26
Brain & other nervous system,Both sexes,60 to 69,2014-18,3509.0,Central East,17.4,4.4,9.8,26.9
Brain & other nervous system,Both sexes,60 to 69,2014-18,3510.0,South East,12.8,6,4,26.7
Brain & other nervous system,Both sexes,60 to 69,2014-18,3511.0,Champlain,6.4,3.3,1.9,14.9
Brain & other nervous system,Both sexes,60 to 69,2014-18,3512.0,North Simcoe Muskoka,1.1,1.3,0.1,6.9
Brain & other nervous system,Both sexes,60 to 69,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,60 to 69,2014-18,3514.0,North West,11,7.1,1.9,28.9
Brain & other nervous system,Both sexes,60 to 69,2014-18,35.0,Ontario,11.9,1.3,9.4,14.7
Brain & other nervous system,Males,60 to 69,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3503.0,Waterloo Wellington,9.1,6.5,1.3,26.3
Brain & other nervous system,Males,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,8.5,3.9,2.8,18.1
Brain & other nervous system,Males,60 to 69,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3508.0,Central,8.6,4.8,2.1,20.7
Brain & other nervous system,Males,60 to 69,2014-18,3509.0,Central East,13.3,5.3,5.1,25.5
Brain & other nervous system,Males,60 to 69,2014-18,3510.0,South East,12.9,7.6,2.7,31.2
Brain & other nervous system,Males,60 to 69,2014-18,3511.0,Champlain,3.6,3.3,0.3,14.4
Brain & other nervous system,Males,60 to 69,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,60 to 69,2014-18,35.0,Ontario,9.8,1.6,6.9,13.2
Brain & other nervous system,Females,60 to 69,2014-18,3501.0,Erie St Clair,11.5,10,0.9,37.3
Brain & other nervous system,Females,60 to 69,2014-18,3502.0,South West,17.8,8.8,4.9,37.3
Brain & other nervous system,Females,60 to 69,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3504.0,Hamilton Niagara Haldimand Brant,21.5,7.1,9.6,36.4
Brain & other nervous system,Females,60 to 69,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3506.0,Mississauga Halton,4,4,0.3,17.3
Brain & other nervous system,Females,60 to 69,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3508.0,Central,24.9,8.2,10.9,41.8
Brain & other nervous system,Females,60 to 69,2014-18,3509.0,Central East,21.4,7,9.6,36.2
Brain & other nervous system,Females,60 to 69,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3511.0,Champlain,5.8,5.6,0.4,23.2
Brain & other nervous system,Females,60 to 69,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,60 to 69,2014-18,35.0,Ontario,14.7,2.3,10.6,19.5
Brain & other nervous system,Both sexes,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,6.8,3,2.5,14.1
Brain & other nervous system,Both sexes,70 to 79,2014-18,3505.0,Central West,3,2.6,0.3,11.5
Brain & other nervous system,Both sexes,70 to 79,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3507.0,Toronto Central,6.7,4.1,1.5,17.7
Brain & other nervous system,Both sexes,70 to 79,2014-18,3508.0,Central,11.1,4.9,3.9,22.7
Brain & other nervous system,Both sexes,70 to 79,2014-18,3509.0,Central East,4.3,3.9,0.4,16.9
Brain & other nervous system,Both sexes,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3511.0,Champlain,5.5,3.6,1.1,15.5
Brain & other nervous system,Both sexes,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,3513.0,North East,1.4,1.8,0.1,9.1
Brain & other nervous system,Both sexes,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,70 to 79,2014-18,35.0,Ontario,7.5,1.3,5.2,10.3
Brain & other nervous system,Males,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,3.1,3,0.2,13.6
Brain & other nervous system,Males,70 to 79,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3507.0,Toronto Central,2.8,3,0.1,13.8
Brain & other nervous system,Males,70 to 79,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3509.0,Central East,3.4,3.3,0.3,14.6
Brain & other nervous system,Males,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3511.0,Champlain,8.8,6,1.5,24.6
Brain & other nervous system,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Males,70 to 79,2014-18,35.0,Ontario,5.5,1.5,3,9
Brain & other nervous system,Females,70 to 79,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,9,4.8,2.4,21.2
Brain & other nervous system,Females,70 to 79,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3507.0,Toronto Central,13.8,8.7,2.4,34.6
Brain & other nervous system,Females,70 to 79,2014-18,3508.0,Central,11.8,6.9,2.6,28.5
Brain & other nervous system,Females,70 to 79,2014-18,3509.0,Central East,0,0,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Females,70 to 79,2014-18,35.0,Ontario,9.7,2.2,6,14.5
Brain & other nervous system,Both sexes,80 plus,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3508.0,Central,0,0,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Brain & other nervous system,Both sexes,80 plus,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
