"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","First trend","End year of period","Number","223","units","0","v1299911492","1.2.8.1.3","1999","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299911495","1.2.8.2.1","0.5","","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Second trend","Start year of period","Number","223","units","0","v1299911496","1.2.8.2.2","1999","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Second trend","End year of period","Number","223","units","0","v1299911497","1.2.8.2.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299911500","1.2.8.3.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Third trend","Start year of period","Number","223","units","0","v1299911501","1.2.8.3.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Third trend","End year of period","Number","223","units","0","v1299911502","1.2.8.3.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911505","1.2.8.4.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fourth trend","Start year of period","Number","223","units","0","v1299911506","1.2.8.4.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fourth trend","End year of period","Number","223","units","0","v1299911507","1.2.8.4.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911510","1.2.8.5.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fifth trend","Start year of period","Number","223","units","0","v1299911511","1.2.8.5.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Fifth trend","End year of period","Number","223","units","0","v1299911512","1.2.8.5.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299911515","1.2.8.6.1","0.5","","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Latest trend","Start year of period","Number","223","units","0","v1299911516","1.2.8.6.2","1999","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Latest trend","End year of period","Number","223","units","0","v1299911517","1.2.8.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299911520","1.2.8.7.1","-0.7","","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend since 1984","Start year of period","Number","223","units","0","v1299911521","1.2.8.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend since 1984","End year of period","Number","223","units","0","v1299911522","1.2.8.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299911525","1.2.8.8.1","0.5","","","","1"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299911526","1.2.8.8.2","2011","","","","0"
"2021","Canada","2016A000011124","Males","Rectum and rectosigmoid","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299911527","1.2.8.8.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299911530","1.2.9.1.1","2.6","","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","First trend","Start year of period","Number","223","units","0","v1299911531","1.2.9.1.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","First trend","End year of period","Number","223","units","0","v1299911532","1.2.9.1.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299911535","1.2.9.2.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Second trend","Start year of period","Number","223","units","0","v1299911536","1.2.9.2.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Second trend","End year of period","Number","223","units","0","v1299911537","1.2.9.2.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299911540","1.2.9.3.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Third trend","Start year of period","Number","223","units","0","v1299911541","1.2.9.3.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Third trend","End year of period","Number","223","units","0","v1299911542","1.2.9.3.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911545","1.2.9.4.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fourth trend","Start year of period","Number","223","units","0","v1299911546","1.2.9.4.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fourth trend","End year of period","Number","223","units","0","v1299911547","1.2.9.4.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911550","1.2.9.5.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fifth trend","Start year of period","Number","223","units","0","v1299911551","1.2.9.5.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Fifth trend","End year of period","Number","223","units","0","v1299911552","1.2.9.5.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299911555","1.2.9.6.1","2.6","","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Latest trend","Start year of period","Number","223","units","0","v1299911556","1.2.9.6.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Latest trend","End year of period","Number","223","units","0","v1299911557","1.2.9.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299911560","1.2.9.7.1","2.6","","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend since 1984","Start year of period","Number","223","units","0","v1299911561","1.2.9.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend since 1984","End year of period","Number","223","units","0","v1299911562","1.2.9.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299911565","1.2.9.8.1","2.6","","","","1"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299911566","1.2.9.8.2","2011","","","","0"
"2021","Canada","2016A000011124","Males","Anus, anal canal and anorectum","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299911567","1.2.9.8.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Liver","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299911570","1.2.10.1.1","-0.7","","","","1"
"2021","Canada","2016A000011124","Males","Liver","First trend","Start year of period","Number","223","units","0","v1299911571","1.2.10.1.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Liver","First trend","End year of period","Number","223","units","0","v1299911572","1.2.10.1.3","1995","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299911575","1.2.10.2.1","3.2","","","","1"
"2021","Canada","2016A000011124","Males","Liver","Second trend","Start year of period","Number","223","units","0","v1299911576","1.2.10.2.2","1995","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Second trend","End year of period","Number","223","units","0","v1299911577","1.2.10.2.3","2016","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299911580","1.2.10.3.1","-1.0","","","","1"
"2021","Canada","2016A000011124","Males","Liver","Third trend","Start year of period","Number","223","units","0","v1299911581","1.2.10.3.2","2016","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Third trend","End year of period","Number","223","units","0","v1299911582","1.2.10.3.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911585","1.2.10.4.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Liver","Fourth trend","Start year of period","Number","223","units","0","v1299911586","1.2.10.4.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Liver","Fourth trend","End year of period","Number","223","units","0","v1299911587","1.2.10.4.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Liver","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299911590","1.2.10.5.1","","..","","","1"
"2021","Canada","2016A000011124","Males","Liver","Fifth trend","Start year of period","Number","223","units","0","v1299911591","1.2.10.5.2","","..","","","0"
"2021","Canada","2016A000011124","Males","Liver","Fifth trend","End year of period","Number","223","units","0","v1299911592","1.2.10.5.3","","..","","","0"
"2021","Canada","2016A000011124","Males","Liver","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299911595","1.2.10.6.1","-1.0","","","","1"
"2021","Canada","2016A000011124","Males","Liver","Latest trend","Start year of period","Number","223","units","0","v1299911596","1.2.10.6.2","2016","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Latest trend","End year of period","Number","223","units","0","v1299911597","1.2.10.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299911600","1.2.10.7.1","1.5","","","","1"
"2021","Canada","2016A000011124","Males","Liver","Overall trend since 1984","Start year of period","Number","223","units","0","v1299911601","1.2.10.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Overall trend since 1984","End year of period","Number","223","units","0","v1299911602","1.2.10.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Males","Liver","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299911605","1.2.10.8.1","1.4","","","","1"
